#x true_y pred_y
0.596 0.937295 0.960896
0.5965 0.930261 0.963442
0.597 0.946626 0.965988
0.5975 0.937454 0.968534
0.598 0.946725 0.971081
0.5985 0.961051 0.973627
0.599 0.953403 0.976173
0.5995 0.94931 0.978719
0.6 0.951631 0.981266
0.6005 0.972494 0.983812
0.601 0.971426 0.986358
0.6015 0.974489 0.988904
0.602 0.961982 0.991451
0.6025 0.967299 0.993997
0.603 0.986988 0.996543
0.6035 0.98985 0.999089
0.604 0.97602 1.00164
0.6045 0.989092 1.00418
0.605 0.994234 1.00673
0.6055 0.983961 1.00927
0.606 0.994771 1.01182
0.6065 0.990389 1.01437
0.607 1.00097 1.01691
0.6075 1.00536 1.01946
0.608 1.00585 1.02201
0.6085 1.01064 1.02455
0.609 1.00657 1.0271
0.6095 1.02586 1.02964
0.61 1.01019 1.03219
0.6105 1.0204 1.03474
0.611 1.02863 1.03728
0.6115 1.03021 1.03983
0.612 1.02996 1.04238
0.6125 1.03215 1.04492
0.613 1.03376 1.04747
0.6135 1.04001 1.05001
0.614 1.03662 1.05256
0.6145 1.04018 1.05511
0.615 1.04483 1.05765
0.6155 1.05664 1.0602
0.616 1.04623 1.06275
0.6165 1.05196 1.06529
0.617 1.0577 1.06784
0.6175 1.0617 1.07038
0.618 1.06613 1.07293
0.6185 1.07808 1.07548
0.619 1.08121 1.07802
0.6195 1.0796 1.08057
0.62 1.08031 1.08311
0.6205 1.09032 1.08566
0.621 1.08969 1.08821
0.6215 1.08985 1.09075
0.622 1.09664 1.0933
0.6225 1.10262 1.09585
0.623 1.10535 1.09839
0.6235 1.10776 1.10094
0.624 1.10625 1.10348
0.6245 1.10262 1.10603
0.625 1.12301 1.10858
0.6255 1.12205 1.11112
0.626 1.12563 1.11367
0.6265 1.12708 1.11622
0.627 1.13138 1.11876
0.6275 1.13288 1.12131
0.628 1.12649 1.12385
0.6285 1.13074 1.1264
0.629 1.1374 1.12895
0.6295 1.13786 1.13149
0.63 1.14163 1.13404
0.6305 1.14129 1.13659
0.631 1.16156 1.13913
0.6315 1.16221 1.14168
0.632 1.15578 1.14422
0.6325 1.15789 1.14677
0.633 1.15924 1.14932
0.6335 1.16898 1.15186
0.634 1.18098 1.15441
0.6345 1.18146 1.15696
0.635 1.17382 1.1595
0.6355 1.18419 1.16205
0.636 1.18609 1.16459
0.6365 1.19288 1.16714
0.637 1.18604 1.16969
0.6375 1.19628 1.17223
0.638 1.19433 1.17478
0.6385 1.19898 1.17733
0.639 1.2029 1.17987
0.6395 1.20778 1.18242
0.64 1.2049 1.18496
0.6405 1.21119 1.18751
0.641 1.22082 1.19006
0.6415 1.22825 1.1926
0.642 1.23061 1.19515
0.6425 1.22457 1.1977
0.643 1.23141 1.20024
0.6435 1.22825 1.20279
0.644 1.24622 1.20533
0.6445 1.23646 1.20788
0.645 1.25355 1.21043
0.6455 1.24469 1.21297
0.646 1.24723 1.21552
0.6465 1.25659 1.21807
0.647 1.26888 1.22061
0.6475 1.27386 1.22316
0.648 1.26079 1.2257
0.6485 1.27844 1.22825
0.649 1.27579 1.2308
0.6495 1.27997 1.23334
0.65 1.27525 1.23589
0.6505 1.28841 1.23844
0.651 1.28691 1.24098
0.6515 1.2907 1.24353
0.652 1.30042 1.24607
0.6525 1.30839 1.24862
0.653 1.31445 1.25117
0.6535 1.30273 1.25371
0.654 1.30903 1.25626
0.6545 1.32101 1.2588
0.655 1.31524 1.26135
0.6555 1.32833 1.2639
0.656 1.31899 1.26644
0.6565 1.32737 1.26899
0.657 1.34253 1.27154
0.6575 1.34612 1.27408
0.658 1.34572 1.27663
0.6585 1.34893 1.27917
0.659 1.34997 1.28172
0.6595 1.34446 1.28427
0.66 1.35919 1.28681
0.6605 1.35833 1.28936
0.661 1.36415 1.29191
0.6615 1.37316 1.29445
0.662 1.36746 1.297
0.6625 1.38327 1.29954
0.663 1.37443 1.30209
0.6635 1.38439 1.30464
0.664 1.39168 1.30718
0.6645 1.38723 1.30973
0.665 1.39706 1.31228
0.6655 1.40689 1.31482
0.666 1.39258 1.31737
0.6665 1.40754 1.31991
0.667 1.40441 1.32246
0.6675 1.41475 1.32501
0.668 1.42685 1.32755
0.6685 1.41897 1.3301
0.669 1.41842 1.33265
0.6695 1.43016 1.33707
0.67 1.43837 1.34236
0.6705 1.43381 1.34766
0.671 1.44159 1.35295
0.6715 1.45321 1.35824
0.672 1.45447 1.36353
0.6725 1.44449 1.36883
0.673 1.46046 1.37412
0.6735 1.46561 1.37941
0.674 1.46345 1.3847
0.6745 1.47725 1.39
0.675 1.47264 1.39529
0.6755 1.47049 1.40058
0.676 1.47331 1.40587
0.6765 1.47844 1.41117
0.677 1.48913 1.41646
0.6775 1.49252 1.42175
0.678 1.4935 1.42704
0.6785 1.49733 1.43234
0.679 1.50953 1.43763
0.6795 1.51477 1.44292
0.68 1.52157 1.44822
0.6805 1.52561 1.45351
0.681 1.52978 1.4588
0.6815 1.51553 1.46409
0.682 1.52882 1.46939
0.6825 1.54233 1.47468
0.683 1.54429 1.47997
0.6835 1.54935 1.48526
0.684 1.54973 1.49056
0.6845 1.53943 1.49585
0.685 1.54993 1.50114
0.6855 1.54762 1.50643
0.686 1.56402 1.51173
0.6865 1.55593 1.51702
0.687 1.56517 1.52231
0.6875 1.57538 1.5276
0.688 1.57493 1.5329
0.6885 1.58301 1.53819
0.689 1.57765 1.54348
0.6895 1.59928 1.54877
0.69 1.60228 1.55407
0.6905 1.60451 1.55936
0.691 1.60847 1.56465
0.6915 1.60632 1.56995
0.692 1.60377 1.57524
0.6925 1.62066 1.58053
0.693 1.62852 1.58582
0.6935 1.62909 1.59112
0.694 1.63491 1.59641
0.6945 1.63896 1.6017
0.695 1.63152 1.60699
0.6955 1.64407 1.61229
0.696 1.64391 1.61758
0.6965 1.6479 1.62287
0.697 1.64575 1.62816
0.6975 1.6662 1.63346
0.698 1.66019 1.63875
0.6985 1.66563 1.64404
0.699 1.68067 1.64933
0.6995 1.68049 1.65463
0.7 1.67354 1.65992
0.7005 1.6936 1.66521
0.701 1.68122 1.6705
0.7015 1.70065 1.6758
0.702 1.70396 1.68109
0.7025 1.70828 1.68638
0.703 1.71139 1.69168
0.7035 1.72028 1.69697
0.704 1.71391 1.70226
0.7045 1.71605 1.70755
0.705 1.72865 1.71285
0.7055 1.72511 1.71814
0.706 1.73422 1.72343
0.7065 1.74426 1.72872
0.707 1.73558 1.73402
0.7075 1.75394 1.73931
0.708 1.75085 1.7446
0.7085 1.74662 1.74989
0.709 1.75257 1.75519
0.7095 1.75498 1.76048
0.71 1.77675 1.76577
0.7105 1.76508 1.77106
0.711 1.77749 1.77636
0.7115 1.77438 1.78165
0.712 1.77977 1.78694
0.7125 1.78426 1.79223
0.713 1.79331 1.79753
0.7135 1.79776 1.80282
0.714 1.79813 1.80811
0.7145 1.81819 1.81341
0.715 1.81376 1.8187
0.7155 1.81602 1.82399
0.716 1.83181 1.82928
0.7165 1.83665 1.83458
0.717 1.82299 1.83987
0.7175 1.84296 1.84516
0.718 1.84249 1.85045
0.7185 1.84297 1.85575
0.719 1.84426 1.86104
0.7195 1.847 1.86633
0.72 1.85138 1.87162
0.7205 1.87402 1.87692
0.721 1.87456 1.88221
0.7215 1.88013 1.8875
0.722 1.87348 1.89279
0.7225 1.88415 1.89809
0.723 1.87953 1.90338
0.7235 1.88805 1.90867
0.724 1.89766 1.91396
0.7245 1.90647 1.91926
0.725 1.91154 1.92455
0.7255 1.90525 1.92984
0.726 1.91988 1.93514
0.7265 1.92416 1.94043
0.727 1.93128 1.94572
0.7275 1.93144 1.95101
0.728 1.93942 1.95631
0.7285 1.93878 1.9616
0.729 1.94537 1.96689
0.7295 1.94381 1.97218
0.73 1.95405 1.97748
0.7305 1.96569 1.98277
0.731 1.96882 1.98806
0.7315 1.97758 1.99335
0.732 1.96734 1.99865
0.7325 1.98677 2.00394
0.733 1.97521 2.00923
0.7335 1.99076 2.01452
0.734 1.9949 2.01982
0.7345 1.99859 2.02511
0.735 1.99886 2.0304
0.7355 2.00556 2.03569
0.736 2.02028 2.04099
0.7365 2.01258 2.04628
0.737 2.02759 2.05157
0.7375 2.02816 2.05687
0.738 2.03672 2.06216
0.7385 2.04803 2.06745
0.739 2.04221 2.07274
0.7395 2.05532 2.07804
0.74 2.04495 2.08333
0.7405 2.05309 2.08862
0.741 2.06391 2.09391
0.7415 2.07212 2.09921
0.742 2.08429 2.1045
0.7425 2.07177 2.10979
0.743 2.07665 2.11508
0.7435 2.08877 2.12038
0.744 2.08667 2.12567
0.7445 2.10303 2.13096
0.745 2.09628 2.13625
0.7455 2.11311 2.14155
0.746 2.10753 2.14684
0.7465 2.1284 2.15213
0.747 2.12635 2.15742
0.7475 2.129 2.16272
0.748 2.13466 2.16801
0.7485 2.1442 2.1733
0.749 2.14659 2.1786
0.7495 2.1546 2.18389
0.75 2.14893 2.18918
0.7505 2.15802 2.19447
0.751 2.16139 2.19977
0.7515 2.17598 2.20506
0.752 2.1683 2.21035
0.7525 2.18488 2.21564
0.753 2.19436 2.22094
0.7535 2.19697 2.22623
0.754 2.20531 2.23152
0.7545 2.19648 2.23681
0.755 2.21128 2.24211
0.7555 2.20831 2.2474
0.756 2.21654 2.25269
0.7565 2.22669 2.25798
0.757 2.2369 2.26328
0.7575 2.23137 2.26857
0.758 2.24165 2.27386
0.7585 2.23955 2.27915
0.759 2.25966 2.28445
0.7595 2.26139 2.28974
0.76 2.25457 2.29503
0.7605 2.27012 2.30033
0.761 2.26424 2.30562
0.7615 2.27763 2.31091
0.762 2.28832 2.3162
0.7625 2.28143 2.3215
0.763 2.29592 2.32679
0.7635 2.30023 2.33208
0.764 2.30708 2.33737
0.7645 2.30258 2.34267
0.765 2.30878 2.34796
0.7655 2.31771 2.35325
0.766 2.33359 2.35854
0.7665 2.33962 2.36384
0.767 2.33423 2.36913
0.7675 2.34184 2.37442
0.768 2.35607 2.37971
0.7685 2.35486 2.38501
0.769 2.35114 2.3903
0.7695 2.36376 2.39559
0.77 2.37747 2.40088
0.7705 2.37973 2.40618
0.771 2.37335 2.41147
0.7715 2.39294 2.41676
0.772 2.38372 2.42206
0.7725 2.40726 2.42735
0.773 2.40139 2.43264
0.7735 2.41919 2.43793
0.774 2.42293 2.44323
0.7745 2.42971 2.44852
0.775 2.42013 2.45381
0.7755 2.43142 2.4591
0.776 2.42978 2.4644
0.7765 2.4364 2.46969
0.777 2.45853 2.47498
0.7775 2.44859 2.48027
0.778 2.45229 2.48557
0.7785 2.46022 2.49086
0.779 2.47478 2.49615
0.7795 2.47721 2.50144
0.78 2.48899 2.50674
0.7805 2.49207 2.51203
0.781 2.48502 2.51732
